A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
ATM	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	NF1	NA	NA	NA	NA	NA	NA	NA	NA
JAK2	POT1	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	POT1	NA	NA	NA	NA	NA	NA	NA	NA
ATM	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	KIT	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	PHF6	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	CSF1R	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	TP53	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	STAG2	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	MYC	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	chr8gain	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	PRPF40B	NA	NA	NA	NA	NA	NA	NA	NA
CSF1R	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
EZH2	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	chr11qdel	NA	NA	NA	NA	NA	NA	NA	NA
KIT	TET2	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	SMC1A	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	SETBP1	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
KIT	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
RUNX1	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
KIT	MYD88	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	SETBP1	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	MYD88	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
PRPF40B	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
CSF1R	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	RAD21	NA	NA	NA	NA	NA	NA	NA	NA
POT1	RAD21	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	chr22gain	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	FBXW7	NA	NA	NA	NA	NA	NA	NA	NA
CBL	KIT	NA	NA	NA	NA	NA	NA	NA	NA
SETBP1	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
NF1	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	WT1	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	MYD88	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	MYD88	NA	NA	NA	NA	NA	NA	NA	NA
RUNX1	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
KIT	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	SRSF2	NA	NA	NA	NA	NA	NA	NA	NA
MAP2K1	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	STAG2	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	KIT	NA	NA	NA	NA	NA	NA	NA	NA
chr8gain	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	TET2	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	KIT	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	BRAF	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	t(11;19)	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	TP53	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	chr7loss	NA	NA	NA	NA	NA	NA	NA	NA
SETBP1	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	TP53	NA	NA	NA	NA	NA	NA	NA	NA
NRAS	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
IDH2	POT1	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	t(11;19)	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	NRAS	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
MYCN	POT1	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH1	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	JAK2	NA	NA	NA	NA	NA	NA	NA	NA
KIT	KRAS	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	TP53	NA	NA	NA	NA	NA	NA	NA	NA
MYC	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	MAP2K1	NA	NA	NA	NA	NA	NA	NA	NA
PRPF40B	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	chr11qdel	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
PHF6	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	KRAS	NA	NA	NA	NA	NA	NA	NA	NA
NF1	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr5qdel	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	RUNX1	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	JAK2	NA	NA	NA	NA	NA	NA	NA	NA
chr8gain	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
CSF1R	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	SETBP1	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
KIT	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
ATM	chr11qdel	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	DNMT3A	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	MYCN	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	IDH2	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	RAD21	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	NRAS	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	SMC1A	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	NPM1	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
RIT1	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	SF1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	KIT	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	SF3B1	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	SRSF2	NA	NA	NA	NA	NA	NA	NA	NA
RIT1	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
IDH2	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
CBL	chr22gain	NA	NA	NA	NA	NA	NA	NA	NA
KIT	SF1	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	SRSF2	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
MYCN	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	inv(16)	NA	NA	NA	NA	NA	NA	NA	NA
NF1	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
POT1	SETBP1	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	SMC1A	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	SETBP1	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
MYD88	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	SF1	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	TP53	NA	NA	NA	NA	NA	NA	NA	NA
RIT1	SMC1A	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	SRSF2	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	SF1	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	POT1	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	KIT	NA	NA	NA	NA	NA	NA	NA	NA
RAD21	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	JAK2	NA	NA	NA	NA	NA	NA	NA	NA
MYC	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
CSF1R	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
DNMT3A	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	RAD21	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	WT1	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	NF1	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
KIT	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	chr13gain	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	DNMT3A	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	SF3B1	NA	NA	NA	NA	NA	NA	NA	NA
STAG2	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
chr5qdel	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	WT1	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
DNMT3A	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
KRAS	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	chr5loss	NA	NA	NA	NA	NA	NA	NA	NA
ATM	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
ATM	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	SRSF2	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	t(11;19)	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	POT1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
POT1	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
U2AF2	WT1	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
NPM1	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	TP53	NA	NA	NA	NA	NA	NA	NA	NA
CBL	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
chr5qdel	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
CBL	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
KIT	SETBP1	NA	NA	NA	NA	NA	NA	NA	NA
SF1	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	chr5qdel	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	NF1	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	IL7R	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	PHF6	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	KIT	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	MYD88	NA	NA	NA	NA	NA	NA	NA	NA
ATM	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
FBXW7	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
KIT	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
NPM1	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
KRAS	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
MYC	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
PHF6	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
RAD21	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
CBL	chr5loss	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
POT1	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
FLT3	POT1	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
KRAS	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
FBXW7	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
IL7R	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	SF3B1	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	RUNX1	NA	NA	NA	NA	NA	NA	NA	NA
POT1	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	TET2	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	IDH1	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
EZH2	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	KIT	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	SF1	NA	NA	NA	NA	NA	NA	NA	NA
POT1	SMC1A	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	TET2	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	SMC1A	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	RUNX1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	chr5loss	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	STAG2	NA	NA	NA	NA	NA	NA	NA	NA
RIT1	SETBP1	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	chr22gain	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	POT1	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	TET2	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	MYD88	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	JAK2	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	chr7loss	NA	NA	NA	NA	NA	NA	NA	NA
STAG2	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	SRSF2	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	SETBP1	NA	NA	NA	NA	NA	NA	NA	NA
NPM1	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	RUNX1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	JAK2	NA	NA	NA	NA	NA	NA	NA	NA
POT1	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	NRAS	NA	NA	NA	NA	NA	NA	NA	NA
KRAS	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	KRAS	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	BRINP3	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	FLT3	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	CBL	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
STAG2	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	SF3B1	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	RAD21	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH1	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	chr17loss	NA	NA	NA	NA	NA	NA	NA	NA
SF3B1	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr8gain	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	SETBP1	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	POT1	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	SF3B1	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	DNMT3A	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	PHF6	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	CSF1R	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
MAP2K1	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
RAD21	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	chr21gain	NA	NA	NA	NA	NA	NA	NA	NA
RAD21	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	chr22gain	NA	NA	NA	NA	NA	NA	NA	NA
DNMT3A	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
FBXW7	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
MYD88	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	IDH2	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	MAP2K1	NA	NA	NA	NA	NA	NA	NA	NA
IDH1	POT1	NA	NA	NA	NA	NA	NA	NA	NA
t(16;16)	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	RAD21	NA	NA	NA	NA	NA	NA	NA	NA
chr5qdel	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	IDH2	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	IL7R	NA	NA	NA	NA	NA	NA	NA	NA
PRPF40B	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
CBL	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	KRAS	NA	NA	NA	NA	NA	NA	NA	NA
CSF1R	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	KRAS	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	CSF1R	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	KRAS	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	EZH2	NA	NA	NA	NA	NA	NA	NA	NA
chr5qdel	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	RAD21	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	NF1	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	SMC1A	NA	NA	NA	NA	NA	NA	NA	NA
CBL	chr13gain	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	FBXW7	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	chr7loss	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
EZH2	POT1	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	SF1	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	IDH2	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	chr11qdel	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	TET2	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	SF3B1	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	chr21gain	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	IDH1	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	MYCN	NA	NA	NA	NA	NA	NA	NA	NA
FLT3	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
TP53	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	FBXW7	NA	NA	NA	NA	NA	NA	NA	NA
MAP2K1	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
JAK2	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	chr5loss	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH1	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	chr17loss	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	NOTCH1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	chr21gain	NA	NA	NA	NA	NA	NA	NA	NA
IDH1	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
t(15;17)	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	MAP2K1	NA	NA	NA	NA	NA	NA	NA	NA
chr8gain	KIT	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	NF1	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
MAP2K1	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	PRPF40B	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	chr5loss	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH1	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
t(11;19)	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	POT1	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	chr21gain	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
TBL1XR1	TET2	NA	NA	NA	NA	NA	NA	NA	NA
KIT	WT1	NA	NA	NA	NA	NA	NA	NA	NA
CBL	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	chr13gain	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	t(11;19)	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
